"first_name","last_name","hire_date"
"Geraldo","Bonifati","08-15-1986"
"Yuriy","Yetim","07-23-1986"
"Kristinn","Aloisi","05-29-1986"
"Shigeaki","Roison","07-10-1986"
"Mototsugu","Gini","06-04-1986"
"Xiahua","Clemencon","06-12-1986"
"Sedat","Poupard","10-24-1986"
"Jeane","Birsak","04-19-1986"
"Marlo","Zaiane","02-06-1986"
"Tonny","Munch","01-19-1986"
"Youssef","Linnainmaa","03-30-1986"
"Srinidhi","Ramsak","02-05-1986"
"Heng","Gaughan","01-19-1986"
"Przemyslawa","Billawala","05-25-1986"
"Berry","Moffat","12-17-1986"
"Berto","Flowers","01-28-1986"
"Luerbio","Cromarty","09-02-1986"
"Surveyors","Gubsky","05-29-1986"
"Lucian","Cooley","02-11-1986"
"Adam","Copas","03-03-1986"
"Tayeb","Gyorkos","08-11-1986"
"Ymte","Angot","06-18-1986"
"Remko","Wielonsky","04-26-1986"
"Seongbae","Axelband","04-26-1986"
"Along","Schiper","04-02-1986"
"Abdelghani","Hopewell","09-27-1986"
"Hironobu","Michaels","02-18-1986"
"Niclas","Schmiedel","03-13-1986"
"Zito","Pramanik","02-27-1986"
"Behnaam","Chandrasekhar","05-19-1986"
"Susanne","Hennings","03-04-1986"
"Tadahiro","Kalorkoti","05-10-1986"
"Aloys","Senzako","02-03-1986"
"Subbu","Bail","12-22-1986"
"Shan","Ozeki","04-24-1986"
"Constantine","Gien","07-25-1986"
"Sasan","Neimat","11-30-1986"
"Dung","Marrevee","05-10-1986"
"Spyrose","Nations","01-05-1986"
"Chenxi","Shiratori","05-27-1986"
"Claudi","Schaap","05-17-1986"
"Valeri","Khamsi","09-14-1986"
"Nevin","Leppanen","06-13-1986"
"Eldridge","Baba","12-06-1986"
"Tomoyuki","Baik","10-15-1986"
"Kshitij","Litecky","03-23-1986"
"Aral","Parhami","06-22-1986"
"Changho","Pettey","09-07-1986"
"Apostol","Kropf","02-16-1986"
"Candido","Kroll","12-17-1986"
"Sarita","Koprowski","03-20-1986"
"Lidong","Ebeling","09-09-1986"
"Sham","Litzkow","08-11-1986"
"Guenter","Suermann","07-30-1986"
"Adamantios","Hatcliff","07-03-1986"
"Jacopo","Buescher","02-06-1986"
"Nikolaus","Schaft","01-10-1986"
"Shahid","Klerer","11-08-1986"
"Jixiang","Geffroy","08-28-1986"
"Reuven","Escriba","02-17-1986"
"Evgueni","Maccarone","12-12-1986"
"Alagu","Birsak","10-27-1986"
"Torsten","Lodder","06-05-1986"
"Nevin","Matzel","04-09-1986"
"Jackson","Chinal","03-17-1986"
"Oscal","Cools","08-12-1986"
"Shigeichiro","Stamatiou","08-14-1986"
"Sandeepan","Waschkowski","10-22-1986"
"Licheng","Shimshoni","10-01-1986"
"Mamdouh","Wendorf","03-28-1986"
"Sadun","Madeira","09-22-1986"
"Kazuhito","Luby","11-29-1986"
"Arif","Lamba","04-22-1986"
"Mountaz","Sidou","08-13-1986"
"Parviz","Baaleh","11-14-1986"
"Berna","Kalsbeek","06-09-1986"
"Oscal","Mahmud","04-01-1986"
"Alexius","Kampfer","07-03-1986"
"Zhonghui","Bugaenko","04-02-1986"
"Waiman","Ventosa","02-01-1986"
"Dekang","Engberts","04-24-1986"
"Jaana","Vingron","11-09-1986"
"Parto","Oppitz","08-24-1986"
"Tze","Kuszyk","08-13-1986"
"Abdelaziz","Vitiello","11-28-1986"
"Minghong","Kalloufi","06-26-1986"
"Odysseas","Baak","10-04-1986"
"Wojceich","Kawashima","03-27-1986"
"Mads","Picco","01-07-1986"
"Richara","Koshino","04-30-1986"
"Yolla","Reeken","05-24-1986"
"Anneke","Mapelli","09-25-1986"
"Heping","Hempstead","06-02-1986"
"Roddy","Puppo","12-18-1986"
"Gad","Koshiba","07-25-1986"
"Rimli","Bade","10-31-1986"
"Masanao","Peha","12-06-1986"
"Yurij","Ramalingam","07-16-1986"
"Vitali","Azevdeo","01-30-1986"
"Richard","Luft","07-23-1986"
"Jiakeng","Terekhov","03-11-1986"
"Bedir","Reeken","02-12-1986"
"Zijian","Cooley","03-29-1986"
"Zhenbing","Brodie","06-18-1986"
"Lidong","Mattern","02-26-1986"
"Sumant","Hainaut","04-08-1986"
"Odoardo","Fujisaki","08-30-1986"
"Lihong","Monarch","03-10-1986"
"Syozo","Conry","07-09-1986"
"Georgy","Tyugu","01-24-1986"
"Percy","Iivonen","06-05-1986"
"Byong","Hanratty","05-12-1986"
"Lunjin","Kirkerud","04-10-1986"
"Alselm","Veeraraghavan","05-11-1986"
"Rosine","Munck","03-21-1986"
"Shahaf","Kitai","12-26-1986"
"Kwee","Khamsi","12-29-1986"
"JiYoung","Skafidas","07-19-1986"
"Quingbo","Oppitz","10-16-1986"
"Somnath","Schneeberger","02-04-1986"
"Chanjung","Thummel","12-05-1986"
"Xumin","Zirintsis","06-26-1986"
"Chikako","Weiland","01-20-1986"
"Remzi","Heuser","11-20-1986"
"Jianhua","Gecsei","03-05-1986"
"Mohua","Neiman","01-11-1986"
"Nigel","Emiris","03-21-1986"
"Subir","McFarlin","06-19-1986"
"Tianruo","Cangellaris","04-12-1986"
"Selwyn","Kranzdorf","06-18-1986"
"Steen","Asser","12-02-1986"
"Tzvetan","Katiyar","12-27-1986"
"Palash","Krzyzanowski","12-15-1986"
"Navid","Woycyznski","01-09-1986"
"Takushi","Polajnar","04-06-1986"
"Boutros","Atchley","08-08-1986"
"Neelam","Calkin","01-04-1986"
"Sanjai","Czap","11-16-1986"
"Denis","Maginnis","06-08-1986"
"Zvonko","Cmelik","11-13-1986"
"Douadi","Birch","12-23-1986"
"Uno","Ishibashi","02-15-1986"
"Kerryn","Wrigley","12-16-1986"
"Harjit","Axelband","05-09-1986"
"Yechezkel","Remmele","05-02-1986"
"Christoper","Schoegge","10-23-1986"
"Jiong","Rindone","10-24-1986"
"Nevio","Pappas","09-20-1986"
"Tru","Casperson","01-24-1986"
"Krister","Murtha","07-14-1986"
"Tesuro","Spell","07-30-1986"
"Toshiko","Honiden","08-08-1986"
"Mary","Callaway","09-08-1986"
"Morris","Gopalakrishnan","05-09-1986"
"Gian","Ranai","07-12-1986"
"Shunichi","Glinert","09-20-1986"
"Paraskevi","Motley","10-06-1986"
"Lokesh","Nastansky","02-11-1986"
"Jaideep","Boissier","01-15-1986"
"Gil","Lanphier","10-16-1986"
"Saeed","Bierbaum","12-22-1986"
"Aluzio","Leonhardt","10-25-1986"
"Tze","Zielinski","11-14-1986"
"Shugo","Braunmuhl","03-16-1986"
"Pradeep","Moffat","09-20-1986"
"Aran","Vitiello","04-26-1986"
"Rimli","Steenbeek","09-02-1986"
"Leucio","Calkin","09-11-1986"
"Yuqun","Hardjono","08-31-1986"
"Tonia","Cronin","03-03-1986"
"Karlis","Openshaw","11-04-1986"
"Randi","Mattern","05-08-1986"
"Jasminko","Marciano","05-11-1986"
"Ugo","Emiris","06-08-1986"
"Chaosheng","Stanger","09-17-1986"
"Oldrich","McConalogue","09-24-1986"
"Patricia","Sadowski","06-11-1986"
"Boriana","Antonisse","05-16-1986"
"Eirik","Minakawa","12-21-1986"
"Mokhtar","Zultner","01-30-1986"
"Remko","Farris","02-03-1986"
"Satoru","Larfeldt","03-10-1986"
"Lein","Roisin","05-08-1986"
"Marjo","Kranzdorf","10-31-1986"
"Badri","Benantar","09-30-1986"
"Xiaopeng","Guting","01-19-1986"
"Chinya","Conti","09-14-1986"
"Lubomir","Iwayama","09-18-1986"
"Shirish","Tibblin","03-15-1986"
"Dekang","Radivojevic","07-25-1986"
"Genevieve","Lichtner","07-23-1986"
"Moty","Kawashima","01-29-1986"
"Sergi","Grospietsch","07-16-1986"
"Bouchung","Belinskaya","07-08-1986"
"Pintsang","Couchot","01-31-1986"
"Kristine","Murillo","06-06-1986"
"Werner","Siksek","06-24-1986"
"Rosine","Dulin","08-02-1986"
"Mitchel","Mandell","09-16-1986"
"Denny","Sankaranarayanan","05-18-1986"
"Cristinel","Ghelli","01-05-1986"
"Freyja","Llado","03-26-1986"
"Aruna","Sadowski","12-03-1986"
"Marco","Fargier","06-28-1986"
"Deniz","Noriega","10-12-1986"
"Junsik","Oaver","05-27-1986"
"Mircea","Mitzlaff","11-21-1986"
"Sanjoy","Glinert","12-11-1986"
"Tesuya","Guting","06-20-1986"
"Arch","Yemenis","10-08-1986"
"Mads","Kropf","03-29-1986"
"Sivanarayana","Michaeli","05-30-1986"
"Hyuckchul","Nitto","01-03-1986"
"Ult","Marrakchi","03-24-1986"
"Paris","Dichev","03-12-1986"
"Mayuri","Ratnakar","03-03-1986"
"Jackson","Leivant","12-30-1986"
"Ramya","Facello","02-23-1986"
"Dmitry","Rissland","04-13-1986"
"Malu","Murtagh","09-27-1986"
"Conor","Birrer","06-05-1986"
"Satoru","Michaels","10-24-1986"
"Huai","Blokdijk","03-20-1986"
"Barry","Redmiles","04-25-1986"
"Fai","Lowrie","11-27-1986"
"Maik","Binkley","06-26-1986"
"Emdad","Gammage","02-07-1986"
"Magdalena","Dayana","03-08-1986"
"Patricio","Selvestrel","12-27-1986"
"Shuji","Brodal","07-01-1986"
"Danae","Yetim","10-29-1986"
"Hidefumi","Stellhorn","07-12-1986"
"Oscar","Lung","11-05-1986"
"Hugh","Leijenhorst","07-18-1986"
"Tadahiro","Luan","12-02-1986"
"Ulf","Poupard","05-21-1986"
"Alejandro","Shackell","05-10-1986"
"Jiafu","Clouatre","03-31-1986"
"Subhankar","Schapire","12-24-1986"
"Sumali","Maliniak","08-26-1986"
"Youpyo","Yemenis","12-23-1986"
"Venkatesan","Gonthier","03-27-1986"
"Sakthirel","Camurati","12-08-1986"
"Rosalie","Besancenot","12-30-1986"
"Arunas","Asmuth","09-28-1986"
"Jaideep","Shumilov","12-19-1986"
"Giap","Siprelle","06-25-1986"
"Goh","Cmelik","06-04-1986"
"Nitsan","Snedden","04-17-1986"
"Ashish","Wossner","04-23-1986"
"Petter","Middleton","10-29-1986"
"Barton","Puoti","12-31-1986"
"Dietrich","Wiegley","01-19-1986"
"Apostol","Lieberherr","01-25-1986"
"Rosalie","Nannarelli","01-21-1986"
"Yuriy","Litecky","06-12-1986"
"Shay","Ushiama","11-15-1986"
"Bernt","Uhrik","02-09-1986"
"Chikara","Flowers","12-31-1986"
"Domenick","Suermann","09-26-1986"
"Petter","Herber","03-23-1986"
"Lalit","Wolniewicz","06-07-1986"
"Hideyuki","Braunmuhl","03-12-1986"
"Insup","Dusink","10-19-1986"
"Chuanyi","Panienski","09-24-1986"
"Hyuncheol","Bahi","09-18-1986"
"Val","Pargaonkar","02-06-1986"
"Shuky","Mayerwieser","05-16-1986"
"Dinah","Tramer","03-10-1986"
"Hisao","Nastansky","05-26-1986"
"Uma","Klerer","05-04-1986"
"Danai","DuCasse","05-11-1986"
"Mircea","Ishibashi","03-09-1986"
"Shigeaki","Erman","02-21-1986"
"Bouchung","Skrikant","09-17-1986"
"Vishwani","Munawer","12-27-1986"
"Honesty","Raoux","07-08-1986"
"Malu","Arlazarov","10-28-1986"
"Danae","Thambidurai","04-13-1986"
"Uzi","Trystram","10-18-1986"
"Along","Stafford","08-13-1986"
"Randi","Benzaken","03-30-1986"
"Lansing","Przulj","02-23-1986"
"Marlo","Verhaegen","02-27-1986"
"Noritoshi","Shanbhogue","09-30-1986"
"Weiye","Hofman","10-20-1986"
"Erzsebet","Heinisuo","08-08-1986"
"Shigehiro","Thebaut","12-11-1986"
"Falguni","Jansen","11-12-1986"
"Arne","Narlikar","05-23-1986"
"Vishu","Kumaresan","05-03-1986"
"Utz","Rosch","03-18-1986"
"Fumiya","Basart","06-08-1986"
"Francesca","Ghalwash","07-04-1986"
"Owen","Escriba","03-30-1986"
"Mack","Marchesini","09-19-1986"
"Tse","Bolsens","07-31-1986"
"Moriyoshi","Pouyioutas","04-16-1986"
"Duri","Kalloufi","02-03-1986"
"Yongqiao","Marsiglia","01-30-1986"
"Godehard","Suwa","11-12-1986"
"Sailaja","Luon","01-05-1986"
"Tonny","Collette","10-29-1986"
"Elliott","Kading","03-16-1986"
"Shem","Grospietsch","06-01-1986"
"Oscar","Picaronny","05-02-1986"
"Fumiyo","Birch","06-02-1986"
"Mohua","Ohori","01-15-1986"
"Masaki","Eldridge","08-26-1986"
"Zongyan","Yemenis","01-26-1986"
"Adamantios","Billawala","07-12-1986"
"Ymte","Kolvik","12-08-1986"
"Mang","Strandh","12-18-1986"
"Geoff","Kuszyk","05-09-1986"
"Mari","Farrag","05-27-1986"
"Francesca","Businaro","03-28-1986"
"Parke","Albarhamtoshy","12-25-1986"
"Mansur","Demizu","07-08-1986"
"Fumino","Kandlur","03-04-1986"
"Rance","Speckmann","10-06-1986"
"Garnik","Morrin","10-21-1986"
"Tianruo","Bolsens","06-13-1986"
"Yechiam","Jiafu","11-21-1986"
"Shuho","Rosar","04-27-1986"
"Patricio","Masand","04-26-1986"
"Christfried","Ossenbruggen","07-08-1986"
"Demin","Levasseur","10-02-1986"
"Mircea","Welham","04-16-1986"
"Hitofumi","Rullman","02-11-1986"
"Berto","Trelles","06-11-1986"
"Branimir","Gewali","10-22-1986"
"Tran","Birrer","07-11-1986"
"Sumali","Rosch","05-19-1986"
"Arfst","Toyoshima","05-08-1986"
"Sarita","Tsukune","02-02-1986"
"Charlene","Figueira","05-01-1986"
"Mitsuyuki","Duclos","10-08-1986"
"Chirstian","Nishimukai","07-04-1986"
"Alair","Jakobus","05-01-1986"
"Hinrich","Gewali","01-25-1986"
"Nobuyoshi","Geffroy","03-18-1986"
"Emran","Setia","05-22-1986"
"Moheb","Muhling","04-11-1986"
"Mostafa","Underwood","09-19-1986"
"Kensei","Birke","06-24-1986"
"Manibrata","Coombs","11-17-1986"
"Elrique","Cromarty","12-12-1986"
"Shiv","Bernardeschi","12-05-1986"
"Boalin","Schaaf","06-07-1986"
"IEEE","Ranft","01-16-1986"
"Stepehn","Halloran","09-23-1986"
"Shridhar","Petereit","09-18-1986"
"Toshimo","Maccarone","07-13-1986"
"Kiam","Giveon","06-19-1986"
"Babette","Worfolk","06-29-1986"
"Almudena","Heusch","07-18-1986"
"Kayoko","Jiafu","01-28-1986"
"Berni","Sanella","07-14-1986"
"Menkae","Mapelli","07-15-1986"
"Almudena","Yoshizawa","02-12-1986"
"Conal","Hoogerwoord","06-09-1986"
"Paris","Swift","04-05-1986"
"Toney","Rosis","06-30-1986"
"Gladys","Chenoweth","10-25-1986"
"Billur","Eiter","02-08-1986"
"Kersti","Miculan","12-15-1986"
"Leif","Wrigley","01-06-1986"
"Akeno","Yetto","01-08-1986"
"Shao","Brattka","01-09-1986"
"Alair","Weisert","12-18-1986"
"Bojan","Sabnani","08-07-1986"
"Zhensheng","Loncour","01-06-1986"
"Nagui","Marciano","02-22-1986"
"Vivian","Peroz","08-16-1986"
"Vidar","Casley","09-16-1986"
"Akemi","Tramer","01-31-1986"
"Hironoby","Sommen","02-25-1986"
"Kazuhisa","Plotkin","10-27-1986"
"Fei","Oberman","12-16-1986"
"Janalee","Domenig","05-07-1986"
"Ronnie","Peris","06-06-1986"
"Jinya","Bail","02-19-1986"
"Tua","Comyn","04-18-1986"
"Mohan","Beznosov","10-10-1986"
"Atreye","Koshino","03-23-1986"
"Luigi","Provine","11-12-1986"
"Anneke","Azulay","04-22-1986"
"Kitty","Ushiama","03-24-1986"
"Mong","Kawashima","10-11-1986"
"Stamatina","McClure","10-16-1986"
"Amabile","Gimbel","03-24-1986"
"Lucian","Kleiser","09-07-1986"
"Aksel","Mandell","12-28-1986"
"Kersti","Tsukune","08-09-1986"
"Mahmut","Aamodt","04-10-1986"
"Alselm","Janocha","05-24-1986"
"Remko","Weiland","03-20-1986"
"Lijia","Teitelbaum","04-16-1986"
"Chikako","Broomell","10-10-1986"
"Zejun","Esposito","04-25-1986"
"Kiyotoshi","Georgakopoulos","01-23-1986"
"Roddy","Walstra","04-09-1986"
"Chrisa","Restivo","10-26-1986"
"Duke","Murthy","03-07-1986"
"Weiyi","Hammerschmidt","07-10-1986"
"Niteen","Keustermans","08-13-1986"
"Badri","Rettelbach","09-24-1986"
"Yefim","Pettis","01-24-1986"
"Oguz","Hofting","08-23-1986"
"Tremaine","Middleton","12-24-1986"
"Bedir","Peltason","07-19-1986"
"Aron","Ratnakar","11-03-1986"
"Moto","Anguita","10-11-1986"
"Aram","Zolotykh","02-25-1986"
"Arno","Veeraraghavan","07-18-1986"
"Teruyuki","Cannard","12-28-1986"
"Lucian","Sudkamp","05-11-1986"
"Mart","Schaaf","12-22-1986"
"Zhonghui","Heuser","04-08-1986"
"Ottavia","Rohrbach","06-27-1986"
"Macha","Hasham","01-23-1986"
"Marke","Angelov","08-15-1986"
"Eberhardt","Lindenbaum","05-24-1986"
"Shirish","Burnard","01-04-1986"
"Phillip","Provine","12-23-1986"
"Supot","Marrevee","01-30-1986"
"Rayond","Peac","04-05-1986"
"Arun","Wallrath","06-20-1986"
"Radoslaw","Schusler","11-16-1986"
"Martine","Kambil","05-06-1986"
"Hugo","Pietracaprina","01-02-1986"
"Mona","Maccarone","02-06-1986"
"Miyeon","Ramsay","10-22-1986"
"Venkatesan","Ozery","08-01-1986"
"Satosi","Kolvik","10-11-1986"
"Saniya","Lanphier","01-01-1986"
"Leif","Belinskaya","12-03-1986"
"Steen","Otillio","08-30-1986"
"Vincent","Haddadi","04-05-1986"
"Ute","Melichar","02-09-1986"
"Serap","Percebois","01-01-1987"
"Janalee","Ernst","03-26-1986"
"Collette","Plump","05-02-1986"
"Sajjad","Aingworth","10-31-1986"
"Babette","Poulakidas","11-26-1986"
"Bartek","Ananiadou","07-24-1986"
"Chanjung","Flasterstein","09-26-1986"
"Yunming","Iivonen","10-24-1986"
"Mohamadou","Zeilberger","08-07-1986"
"Toong","Gonthier","05-20-1986"
"Niranjan","Dechter","01-31-1986"
"Mayumi","Walston","06-03-1986"
"Ebbe","Cooke","05-17-1986"
"Chaoyi","Beznosov","05-25-1986"
"Giordano","Panangaden","03-04-1986"
"Junsik","Gente","02-01-1986"
"Marla","Verspoor","09-03-1986"
"Keung","Rosaz","09-25-1986"
"Jaewoo","Antonisse","12-25-1986"
"Dulce","Constantine","06-07-1986"
"Shakhar","Rissland","06-06-1986"
"Mostafa","Baik","05-16-1986"
"Junichi","Cooley","12-31-1986"
"Somnath","Ohori","06-14-1986"
"Shaz","Jumpertz","12-02-1986"
"Huei","Vadhan","09-23-1986"
"Evgueni","Szemeredi","04-29-1986"
"George","Borovoy","01-03-1986"
"Moti","Luan","09-16-1986"
"Yaghout","Piazza","09-11-1986"
"Marek","Anger","08-28-1986"
"Chenye","Lorho","07-09-1986"
"Gen","Marrevee","04-11-1986"
"Wojceich","Marquardt","12-23-1986"
"Bouchung","Ulupinar","05-25-1986"
"Marl","Verspoor","10-04-1986"
"Stevo","Zwicker","02-17-1986"
"Masaki","Zockler","10-11-1986"
"Akeel","Bael","03-14-1986"
"Tadanori","Nitsche","07-12-1986"
"Heon","Mondadori","01-28-1986"
"Angus","Hempstead","04-30-1986"
"Akhilish","Reinhart","07-23-1986"
"Menkae","Lienhardt","11-18-1986"
"Xiaopeng","Ranft","04-21-1986"
"Ulises","Schreiter","06-17-1986"
"Mingzeng","Mungall","12-20-1986"
"Shigehiro","Setiz","04-10-1986"
"Demos","Axelband","07-28-1986"
"Ayakannu","Miculan","09-22-1986"
"Gian","Ranum","09-25-1986"
"Guenter","Hettesheimer","12-24-1986"
"Petter","Schlenzig","09-05-1986"
"Make","Antonakopoulos","09-21-1986"
"Giao","Hammerschmidt","01-27-1986"
"Sampalli","Lunt","07-23-1986"
"Muneo","Ghelli","06-01-1986"
"Tsutomu","Coney","02-21-1986"
"Shir","Gist","04-29-1986"
"Janalee","Dalton","12-15-1986"
"Xiaoqiang","Wolniewicz","01-24-1986"
"Lein","Lorcy","12-11-1986"
"Toney","Kropatsch","09-09-1986"
"Xudong","Tanemo","05-01-1986"
"Niranjan","Uchoa","08-05-1986"
"Hein","Cooley","06-17-1986"
"Luisa","Danner","01-16-1986"
"Bartek","Suwa","12-30-1986"
"Ewing","Simkin","07-05-1986"
"Niranjan","Tsukuda","09-27-1986"
"Arunachalam","Schaaf","10-27-1986"
"Mandell","Ranon","07-01-1986"
"Kitty","Boissier","05-08-1986"
"Guenter","Collette","11-20-1986"
"Masako","Ranai","01-21-1986"
"Dipankar","Ravishankar","12-07-1986"
"Jackson","Chinal","01-24-1986"
"Amabile","Georg","02-12-1986"
"Visit","Wilfing","11-18-1986"
"Gunilla","Ishibashi","04-03-1986"
"Mohammed","Uhrig","02-21-1986"
"Seshu","Matteis","06-15-1986"
"Florian","Beausoleil","08-27-1986"
"Sham","Schauser","11-04-1986"
"Gift","Rosin","04-07-1986"
"Mohua","Lamba","06-11-1986"
"Duri","Pettey","02-08-1986"
"Saniya","Katzenelson","01-28-1986"
"Eben","Nivat","08-29-1986"
"Youngkon","Skrikant","01-08-1986"
"Alselm","Harnett","03-03-1986"
"Garnik","Ushiama","06-01-1986"
"Kenton","Rijckaert","09-05-1986"
"Magy","Georg","05-19-1986"
"Aamod","Avouris","12-28-1986"
"Rimli","Gire","04-22-1986"
"Eric","Garnham","03-15-1986"
"Arie","Luit","04-14-1986"
"Gurbir","Compeau","11-24-1986"
"Ramya","Lorch","10-29-1986"
"Ghassan","Fontan","11-08-1986"
"Basem","Apsitis","04-22-1986"
"Tomofumi","Auria","08-01-1986"
"Golgen","Maginnis","12-19-1986"
"Franziska","Ramras","09-18-1986"
"Heejo","Bamford","08-16-1986"
"Arto","Lipner","04-13-1986"
"Ingemar","Lundstrom","11-17-1986"
"Eirik","Kisuki","08-06-1986"
"Martial","Hambrick","08-25-1986"
"Stevo","Selvestrel","09-11-1986"
"Gita","Janocha","06-19-1986"
"Rafail","Snedden","05-27-1986"
"Haldun","Sessa","05-01-1986"
"Nahum","Maccarone","12-18-1986"
"Muneo","Khamsi","03-04-1986"
"Vishu","Kroha","03-30-1986"
"Premal","Rissanen","12-09-1986"
"Salvador","Matteis","09-01-1986"
"Chaoyi","Codenie","10-22-1986"
"Boaz","Tischendorf","02-28-1986"
"Khaled","Radivojevic","01-25-1986"
"Stein","Pashtan","09-07-1986"
"Gina","Rattan","06-07-1986"
"Tru","Bahi","01-28-1986"
"Gritta","Haraldson","05-14-1986"
"Mary","Meszaros","12-26-1986"
"Menkae","Sankaranarayanan","02-09-1986"
"Udaiprakash","Takkinen","09-08-1986"
"Maria","Krohm","12-29-1986"
"Marc","Isard","12-04-1986"
"Jaewon","Krohm","07-08-1986"
"Serenella","Cardazo","02-10-1986"
"Xinglin","Penttonen","08-13-1986"
"Bernd","Remmele","05-26-1986"
"Janalee","VanScheik","09-17-1986"
"Sven","Marakhovsky","11-30-1986"
"Khaled","Cherinka","07-09-1986"
"Divine","Bugaenko","01-17-1986"
"Shay","Wissmann","04-08-1986"
"Nidapan","Erva","05-18-1986"
"Nishit","Pramanik","02-16-1986"
"Zhonghui","Baby","12-05-1986"
"Boalin","Lorys","06-04-1986"
"Caolyn","Sullins","03-01-1986"
"Subhada","Ligten","12-29-1986"
"Shietung","Vitiello","10-12-1986"
"Beshir","Schnelling","06-30-1986"
"Lobel","Comte","01-07-1986"
"Jahangir","Trystram","01-17-1986"
"Sadok","Mitzlaff","11-22-1986"
"Odysseas","Baig","10-17-1986"
"Phillip","Peak","10-03-1986"
"Elzbieta","Lunt","03-26-1986"
"Badri","Silva","06-18-1986"
"Baocai","DasSarma","02-18-1986"
"Arif","Rabehasaina","11-08-1986"
"Prasadram","Kading","03-28-1986"
"Genki","Baumann","02-13-1986"
"Adel","Ecklund","04-13-1986"
"Kauko","Pelz","02-09-1986"
"Terresa","Grandbois","10-03-1986"
"Koldo","Brattka","09-30-1986"
"Cheong","Veevers","10-07-1986"
"Giao","Lamma","07-05-1986"
"Douadi","Rande","11-12-1986"
"Satyanarayana","Leuchs","05-31-1986"
"Kersti","Lammel","02-21-1986"
"Gio","Ballarin","11-13-1986"
"Harngdar","Moehrke","03-02-1986"
"Mabo","Neimat","03-13-1986"
"Felicidad","Hofting","03-15-1986"
"Marek","Itzfeldt","12-23-1986"
"Sham","Benzmuller","02-20-1986"
"Shawna","Lindqvist","12-20-1986"
"Kwangsub","Botman","08-13-1986"
"Ziva","Falco","01-03-1986"
"Kazuyasu","Siprelle","10-27-1986"
"Sumant","Naudin","04-30-1986"
"Danae","Rubsam","02-11-1986"
"Ayakannu","Deyuan","09-06-1986"
"Shuky","Kalafatis","08-09-1986"
"Boutros","Leijenhorst","10-26-1986"
"Ulises","Passafiume","02-09-1986"
"Yaghout","Byoun","09-03-1986"
"Lucien","Kruskal","01-31-1986"
"Makato","Harnett","10-01-1986"
"Gopalakrishnan","Unno","01-25-1986"
"Zhiguo","McAffer","09-17-1986"
"Willard","Terlouw","09-18-1986"
"Lillian","Hutton","04-16-1986"
"Yurij","Chaudhuri","03-05-1986"
"Kyoichi","Domenig","11-10-1986"
"Moti","Uhrik","11-27-1986"
"Nikolaus","Perri","05-17-1986"
"Yucai","Marquardt","10-09-1986"
"Arfst","Ertl","12-25-1986"
"Sorina","Merkl","12-25-1986"
"Sandeepan","Verspoor","03-30-1986"
"Krister","Vesna","08-28-1986"
"Youngkon","Cyne","11-16-1986"
"Jaewoo","Montemayor","01-11-1986"
"Szabolcs","Fendler","07-17-1986"
"Somnath","Provine","12-24-1986"
"Sanjeeva","Bahl","11-10-1986"
"Aimee","Avouris","09-18-1986"
"Ewing","Iisaku","11-04-1986"
"Chanjung","Yetim","11-02-1986"
"Nagui","Lorcy","07-11-1986"
"Tommaso","Ciolek","05-04-1986"
"Morrie","Anick","01-25-1986"
"Ulises","Diderrich","02-28-1986"
"Georgy","Baer","12-14-1986"
"Christfried","Yoshizawa","08-23-1986"
"Shaz","Acton","10-27-1986"
"Adhemar","Thambidurai","11-07-1986"
"Soenke","Crooks","08-06-1986"
"Armond","Murrill","01-20-1986"
"Stella","Kisuki","12-26-1986"
"Harngdar","Uludag","05-21-1986"
"Munir","Velasco","01-06-1986"
"Shuky","Gire","07-26-1986"
"Akemi","Kropp","09-16-1986"
"Gino","Narwekar","10-18-1986"
"Juichirou","Spell","09-20-1986"
"Zorica","Anandan","07-22-1986"
"Prasadram","Milicia","08-12-1986"
"Xiahua","Hoppenstand","04-26-1986"
"Kristina","Kranzdorf","12-24-1986"
"Irene","Demian","12-29-1986"
"Fei","Murtagh","01-19-1986"
"Conor","Whitcomb","07-14-1986"
"Jouni","Beeson","03-28-1986"
"Kristinn","Litecky","02-17-1986"
"Monique","Murrill","03-07-1986"
"Shakhar","Plesums","12-03-1986"
"Monique","Baca","07-16-1986"
"Elvia","Alblas","12-03-1986"
"Junichi","Pesch","09-11-1986"
"Koichi","Crooks","08-27-1986"
"Nidapan","Kragelund","11-28-1986"
"Rosalyn","Cusworth","04-08-1986"
"Hitofumi","Kalefeld","08-29-1986"
"Adas","Maliniak","12-15-1986"
"Jianwen","Muhlberg","06-10-1986"
"Yuguang","Hebden","02-01-1986"
"Tomokazu","Grabner","02-22-1986"
"Heeju","Bernardinello","10-21-1986"
"Sumant","Melichar","02-19-1986"
"Premal","Landherr","05-03-1986"
"Becky","Riesenhuber","11-11-1986"
